Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Employee ID,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ATTRITION FLAG,AGE GROUP,INCOME BAND,PROMOTION RISK
46,Yes,Non-Travel,1152,Human Resources,31,2,Technical Degree,1,771,4,Male,160,3,4,Research Scientist,1,Divorced,771,20887,480401,8,Y,No,33,1,3,80,1,40,5,4,12,5,6,9,1,41-50,Medium,High Risk
19,Yes,Travel_Frequently,1347,Sales,29,2,Other,1,196,4,Male,162,2,4,Human Resources,4,Single,196,5476,82140,5,Y,Yes,11,1,1,80,2,40,3,1,17,1,11,3,1,Below 30,Low,High Risk
44,No,Travel_Rarely,840,Human Resources,16,4,Medical,1,778,3,Female,170,3,4,Sales Executive,1,Married,778,8892,124488,3,Y,Yes,31,1,4,80,1,34,6,1,30,4,8,9,0,41-50,Low,High Risk
35,No,Travel_Frequently,851,Hardware,6,3,Human Resources,1,197,4,Female,78,4,5,Sales Executive,3,Married,197,15558,248928,0,Y,Yes,31,4,2,80,3,35,1,3,26,12,11,3,0,30-40,Medium,High Risk
55,Yes,Travel_Frequently,455,Hardware,10,3,Technical Degree,1,787,1,Male,79,4,5,Human Resources,3,Single,787,17909,232817,4,Y,Yes,11,4,3,80,1,12,1,2,9,7,7,9,1,50+,Medium,High Risk
22,No,Travel_Rarely,565,Research & Development,7,2,Life Sciences,1,198,3,Female,135,4,5,Manager,4,Single,198,45920,1056160,0,Y,No,14,3,4,80,4,11,3,3,9,2,4,8,0,Below 30,High,High Risk
44,No,Travel_Rarely,1359,Human Resources,33,1,Technical Degree,1,788,2,Male,162,3,1,Sales Representative,2,Divorced,788,44476,311332,1,Y,No,24,2,4,80,1,4,5,3,2,2,1,2,0,41-50,High,Low Risk
19,No,Travel_Rarely,1481,Sales,24,4,Medical,1,199,4,Male,50,4,2,Human Resources,3,Divorced,199,49998,649974,4,Y,Yes,0,3,2,80,3,34,6,4,10,9,8,8,0,Below 30,High,High Risk
32,No,Non-Travel,794,Research & Development,29,3,Technical Degree,1,803,4,Male,139,4,2,Research Director,2,Single,803,2849,34188,3,Y,No,22,2,2,80,1,28,4,2,26,19,9,21,0,30-40,Low,High Risk
30,Yes,Travel_Rarely,672,Sales,6,3,Technical Degree,1,200,2,Female,83,3,1,Human Resources,4,Single,200,8343,250290,8,Y,Yes,36,3,3,80,2,33,2,4,2,1,1,2,1,30-40,Low,Low Risk
35,No,Travel_Rarely,318,Sales,33,3,Human Resources,1,804,2,Male,109,1,5,Healthcare Representative,4,Divorced,804,8743,192346,5,Y,No,44,1,2,80,1,26,3,1,12,10,10,5,0,30-40,Low,High Risk
54,No,Travel_Frequently,1413,Sales,19,2,Life Sciences,1,201,3,Female,145,2,4,Laboratory Technician,3,Married,201,50986,254930,6,Y,No,22,2,3,80,4,37,4,3,3,1,1,3,0,50+,High,Low Risk
45,No,Travel_Frequently,1166,Sales,5,4,Life Sciences,1,805,1,Male,99,1,2,Developer,2,Single,805,36275,798050,1,Y,No,36,2,4,80,1,27,6,2,20,7,8,7,0,41-50,High,High Risk
19,No,Non-Travel,797,Research & Development,22,2,Human Resources,1,202,3,Male,116,3,4,Manager,3,Married,202,20919,230109,7,Y,No,9,2,1,80,2,29,4,2,8,7,6,5,0,Below 30,Medium,High Risk
39,No,Travel_Frequently,435,Research & Development,41,3,Human Resources,1,806,1,Male,77,2,4,Sales Representative,3,Married,806,49280,985600,0,Y,No,27,1,4,80,1,5,6,2,2,1,2,2,0,30-40,High,Low Risk
31,Yes,Travel_Frequently,956,Hardware,14,1,Other,1,203,1,Female,40,2,4,Laboratory Technician,4,Divorced,203,2898,8694,5,Y,No,47,4,2,80,3,18,6,3,13,11,4,10,1,30-40,Low,High Risk
23,Yes,Travel_Rarely,684,Human Resources,17,1,Other,1,809,1,Male,147,1,2,Human Resources,4,Single,809,8170,130720,2,Y,No,24,3,3,80,1,28,6,4,10,5,2,10,1,Below 30,Low,Low Risk
28,Yes,Travel_Frequently,339,Support,23,2,Marketing,1,810,1,Female,33,3,2,Research Director,4,Single,810,8543,111059,5,Y,Yes,16,1,4,80,1,15,6,1,1,1,1,1,1,Below 30,Low,Low Risk
47,Yes,Travel_Rarely,1153,Hardware,25,5,Life Sciences,1,205,3,Female,192,2,5,Laboratory Technician,3,Single,205,46824,936480,1,Y,No,35,1,1,80,4,25,2,2,18,9,16,7,1,41-50,High,High Risk
41,Yes,Non-Travel,615,Hardware,18,5,Technical Degree,1,813,2,Female,173,4,5,Research Scientist,4,Divorced,813,23507,493647,1,Y,Yes,10,2,4,80,1,32,1,2,31,18,1,24,1,41-50,Medium,Low Risk
47,Yes,Travel_Frequently,226,Software,43,1,Marketing,1,206,1,Male,187,4,5,Manager,4,Married,206,27304,327648,1,Y,Yes,3,2,1,80,2,12,5,4,6,3,5,3,1,41-50,Medium,High Risk
29,No,Travel_Frequently,1332,Software,18,5,Marketing,1,814,3,Female,175,4,3,Research Scientist,2,Divorced,814,41306,743508,3,Y,No,16,4,2,80,1,1,4,4,1,1,1,1,0,Below 30,High,Low Risk
18,Yes,Travel_Frequently,1185,Hardware,25,3,Technical Degree,1,207,1,Female,163,1,5,Manufacturing Director,2,Divorced,207,9065,81585,0,Y,Yes,6,1,2,80,3,7,6,2,6,1,6,6,1,Below 30,Low,High Risk
50,Yes,Travel_Frequently,1038,Human Resources,29,4,Human Resources,1,815,4,Male,50,2,1,Sales Representative,4,Divorced,815,42772,684352,6,Y,Yes,11,1,2,80,1,19,3,4,4,3,3,1,1,41-50,High,Low Risk
25,Yes,Non-Travel,706,Software,37,2,Life Sciences,1,208,2,Male,62,2,4,Manufacturing Director,4,Single,208,43212,129636,4,Y,No,24,2,3,80,3,14,3,3,9,5,3,3,1,Below 30,High,Low Risk
29,No,Travel_Frequently,764,Human Resources,30,3,Other,1,816,4,Male,104,1,5,Research Director,4,Divorced,816,29775,655050,0,Y,No,11,1,1,80,1,16,4,3,15,9,11,5,0,Below 30,Medium,High Risk
34,No,Travel_Rarely,1331,Human Resources,17,4,Marketing,1,819,1,Male,183,1,2,Human Resources,4,Single,819,30980,278820,7,Y,Yes,44,3,4,80,1,8,3,4,4,1,3,2,0,30-40,High,Low Risk
48,Yes,Non-Travel,772,Support,31,3,Technical Degree,1,210,3,Female,125,1,3,Research Scientist,3,Single,210,27644,469948,6,Y,Yes,2,1,4,80,3,1,3,4,1,1,1,1,1,41-50,Medium,Low Risk
41,No,Travel_Rarely,1430,Support,21,5,Life Sciences,1,822,2,Female,85,4,1,Research Director,1,Married,822,43089,43089,0,Y,No,23,3,2,80,1,17,3,4,6,1,2,1,0,41-50,High,Low Risk
31,No,Non-Travel,539,Hardware,2,3,Technical Degree,1,211,4,Male,55,3,3,Manufacturing Director,1,Divorced,211,26418,607614,8,Y,Yes,7,3,3,80,4,26,6,4,19,9,18,15,0,30-40,Medium,High Risk
30,Yes,Travel_Rarely,1309,Sales,39,1,Life Sciences,1,824,1,Male,196,2,3,Manufacturing Director,1,Married,824,4519,49709,3,Y,No,19,4,4,80,1,39,1,2,25,21,24,1,1,30-40,Low,High Risk
50,Yes,Travel_Rarely,1379,Sales,18,4,Other,1,212,4,Male,181,4,4,Sales Executive,1,Divorced,212,18910,567300,2,Y,No,1,4,3,80,3,30,4,2,29,27,10,21,1,41-50,Medium,High Risk
56,No,Non-Travel,596,Human Resources,36,1,Medical,1,826,4,Female,146,2,5,Manufacturing Director,3,Single,826,11810,59050,4,Y,No,31,3,3,80,1,36,1,1,34,17,21,32,0,50+,Medium,High Risk
45,No,Travel_Rarely,178,Support,19,3,Human Resources,1,835,4,Female,96,3,1,Healthcare Representative,1,Divorced,835,20076,80304,7,Y,No,17,2,4,80,1,1,6,4,1,1,1,1,0,41-50,Medium,Low Risk
57,No,Non-Travel,1361,Sales,35,3,Other,1,214,3,Male,118,1,3,Developer,1,Single,214,20301,263913,7,Y,Yes,11,1,4,80,2,12,5,1,1,1,1,1,0,50+,Medium,Low Risk
50,Yes,Non-Travel,704,Software,27,1,Technical Degree,1,837,4,Male,31,1,3,Sales Representative,2,Married,837,43655,873100,2,Y,No,12,2,4,80,1,39,3,1,14,9,1,14,1,41-50,High,Low Risk
32,Yes,Travel_Frequently,898,Hardware,17,2,Marketing,1,215,3,Female,174,2,3,Laboratory Technician,1,Single,215,48864,1465920,2,Y,Yes,43,4,3,80,3,30,1,2,28,13,13,25,1,30-40,High,High Risk
52,Yes,Non-Travel,625,Software,48,4,Life Sciences,1,845,3,Female,138,4,3,Developer,3,Single,845,14631,292620,0,Y,No,32,4,4,80,1,16,4,3,14,11,12,3,1,50+,Medium,High Risk
57,Yes,Travel_Frequently,298,Research & Development,46,2,Life Sciences,1,216,1,Male,166,3,2,Developer,2,Married,216,13247,225199,5,Y,Yes,14,4,4,80,4,21,4,2,11,8,4,6,1,50+,Medium,High Risk
39,Yes,Non-Travel,888,Hardware,10,2,Life Sciences,1,849,1,Female,154,1,4,Manufacturing Director,4,Divorced,849,4829,48290,5,Y,Yes,29,3,3,80,1,9,2,4,5,5,2,2,1,30-40,Low,Low Risk
48,Yes,Non-Travel,1121,Research & Development,9,5,Medical,1,217,3,Female,148,2,4,Sales Representative,2,Married,217,14075,126675,4,Y,Yes,30,1,3,80,3,30,3,3,16,3,15,8,1,41-50,Medium,High Risk
20,No,Travel_Rarely,315,Human Resources,31,1,Technical Degree,1,857,4,Male,182,2,4,Sales Executive,3,Divorced,857,34463,1033890,5,Y,Yes,11,3,2,80,1,12,3,3,2,2,2,2,0,Below 30,High,Low Risk
35,No,Travel_Rarely,1011,Software,49,2,Technical Degree,1,867,3,Female,132,2,4,Healthcare Representative,2,Divorced,867,14757,221355,5,Y,No,36,1,2,80,1,32,1,1,30,20,29,25,0,30-40,Medium,High Risk
28,No,Travel_Rarely,1148,Support,32,2,Marketing,1,219,3,Male,103,2,5,Sales Representative,2,Married,219,14887,401949,6,Y,Yes,18,3,1,80,2,40,3,1,17,2,5,5,0,Below 30,Medium,High Risk
32,No,Travel_Rarely,471,Software,16,4,Marketing,1,886,3,Male,151,1,1,Sales Executive,2,Married,886,35369,636642,0,Y,Yes,12,3,4,80,1,22,4,2,5,1,4,4,0,30-40,High,High Risk
44,No,Travel_Rarely,1485,Support,9,1,Marketing,1,887,2,Female,149,3,1,Manufacturing Director,3,Single,887,27243,299673,0,Y,No,14,2,1,80,1,16,2,4,1,1,1,1,0,41-50,Medium,Low Risk
27,Yes,Non-Travel,1371,Hardware,43,3,Life Sciences,1,221,1,Male,161,2,5,Sales Executive,2,Divorced,221,47591,618683,4,Y,Yes,36,3,3,80,3,5,3,2,3,3,3,1,1,Below 30,High,Low Risk
29,No,Travel_Rarely,581,Human Resources,15,3,Human Resources,1,890,3,Female,65,3,1,Laboratory Technician,4,Single,890,45341,90682,1,Y,Yes,24,1,4,80,1,18,5,2,14,6,6,14,0,Below 30,High,High Risk
18,No,Non-Travel,1286,Research & Development,22,4,Marketing,1,222,1,Male,83,3,2,Research Scientist,4,Single,222,12776,12776,7,Y,No,5,3,1,80,3,1,4,3,1,1,1,1,0,Below 30,Medium,Low Risk
32,No,Travel_Frequently,558,Support,21,5,Human Resources,1,896,3,Male,103,3,3,Healthcare Representative,1,Single,896,11820,260040,3,Y,No,39,2,1,80,1,4,3,3,1,1,1,1,0,30-40,Medium,Low Risk
55,Yes,Travel_Rarely,1467,Software,29,2,Human Resources,1,907,4,Female,54,4,3,Developer,4,Married,907,28856,432840,5,Y,Yes,16,1,2,80,1,35,2,4,29,22,20,3,1,50+,Medium,High Risk
36,No,Travel_Frequently,689,Research & Development,33,1,Marketing,1,224,4,Male,152,4,2,Sales Executive,4,Single,224,8073,121095,3,Y,Yes,14,3,3,80,4,32,6,2,20,4,12,16,0,30-40,Low,High Risk
60,No,Travel_Rarely,1473,Research & Development,36,1,Life Sciences,1,910,1,Male,51,3,3,Manager,1,Divorced,910,41882,167528,0,Y,No,22,4,3,80,1,9,5,3,3,1,3,3,0,50+,High,Low Risk
57,Yes,Travel_Frequently,389,Software,31,4,Marketing,1,225,3,Female,177,1,2,Human Resources,1,Divorced,225,7748,216944,4,Y,Yes,15,4,3,80,2,25,4,4,17,11,10,2,1,50+,Low,High Risk
55,Yes,Travel_Rarely,860,Research & Development,16,1,Marketing,1,924,2,Female,124,3,3,Research Scientist,3,Single,924,4039,44429,2,Y,Yes,47,2,4,80,1,14,5,1,1,1,1,1,1,50+,Low,Low Risk
36,No,Non-Travel,284,Hardware,41,3,Other,1,925,2,Male,181,1,4,Sales Representative,3,Married,925,19299,308784,8,Y,No,29,1,1,80,1,27,5,1,9,6,8,7,0,30-40,Medium,High Risk
44,Yes,Travel_Frequently,1396,Sales,12,5,Technical Degree,1,227,3,Male,173,2,2,Manufacturing Director,2,Single,227,43572,697152,2,Y,No,27,1,3,80,4,9,5,4,3,3,2,3,1,41-50,High,Low Risk
36,Yes,Travel_Frequently,316,Human Resources,31,4,Marketing,1,932,3,Male,36,3,2,Research Scientist,3,Single,932,45986,873734,5,Y,Yes,28,3,3,80,1,16,1,3,5,4,4,2,1,30-40,High,High Risk
59,No,Non-Travel,997,Sales,4,4,Medical,1,228,1,Female,188,4,2,Healthcare Representative,2,Divorced,228,41709,917598,6,Y,Yes,12,4,4,80,3,39,1,2,27,6,4,14,0,50+,High,High Risk
48,Yes,Travel_Frequently,1098,Software,16,5,Other,1,933,3,Male,94,1,4,Developer,1,Married,933,29932,89796,2,Y,Yes,33,2,2,80,1,29,4,3,24,4,7,10,1,41-50,Medium,High Risk
50,Yes,Travel_Rarely,345,Software,40,3,Life Sciences,1,229,1,Male,105,2,5,Manufacturing Director,1,Single,229,3175,85725,1,Y,Yes,6,2,4,80,4,34,5,1,29,2,24,3,1,41-50,Low,High Risk
25,No,Travel_Rarely,220,Sales,35,4,Marketing,1,940,1,Male,167,1,3,Healthcare Representative,3,Married,940,50772,507720,0,Y,Yes,3,4,2,80,1,15,3,1,7,2,4,5,0,Below 30,High,High Risk
19,Yes,Travel_Rarely,489,Support,9,5,Life Sciences,1,230,3,Male,75,3,3,Healthcare Representative,1,Divorced,230,40253,805060,7,Y,Yes,12,4,3,80,2,31,1,3,28,4,19,11,1,Below 30,High,High Risk
40,Yes,Travel_Frequently,270,Research & Development,16,2,Human Resources,1,941,2,Female,130,4,4,Sales Executive,1,Divorced,941,21668,21668,5,Y,Yes,22,4,3,80,1,37,4,4,5,1,5,4,1,30-40,Medium,High Risk
52,Yes,Travel_Rarely,1315,Software,13,4,Medical,1,945,4,Male,186,4,3,Research Scientist,3,Single,945,30584,367008,4,Y,Yes,30,2,1,80,1,27,3,2,24,17,8,5,1,50+,High,High Risk
60,Yes,Travel_Frequently,510,Human Resources,7,3,Medical,1,232,2,Male,198,4,1,Manufacturing Director,3,Divorced,232,33719,33719,1,Y,No,15,2,2,80,4,18,1,4,9,3,8,1,1,50+,High,High Risk
32,No,Non-Travel,1243,Sales,41,4,Other,1,947,3,Female,195,2,3,Research Director,1,Married,947,18737,112422,6,Y,No,1,1,4,80,1,27,6,4,2,2,1,2,0,30-40,Medium,Low Risk
52,Yes,Travel_Rarely,558,Human Resources,19,1,Other,1,233,1,Male,157,4,3,Manufacturing Director,1,Married,233,15595,93570,8,Y,No,14,2,3,80,3,38,3,3,30,16,18,12,1,50+,Medium,High Risk
60,Yes,Travel_Rarely,662,Sales,30,2,Marketing,1,950,1,Female,189,4,3,Sales Representative,4,Single,950,25550,204400,7,Y,No,32,3,3,80,1,7,1,1,2,1,2,2,1,50+,Medium,Low Risk
58,Yes,Travel_Rarely,188,Hardware,25,3,Human Resources,1,953,1,Female,73,2,5,Research Director,1,Divorced,953,45189,225945,6,Y,Yes,32,2,2,80,1,1,6,2,1,1,1,1,1,50+,High,Low Risk
50,No,Travel_Rarely,359,Research & Development,42,3,Marketing,1,235,1,Female,151,4,5,Sales Executive,1,Married,235,26024,234216,1,Y,No,33,2,2,80,4,14,2,2,12,5,8,8,0,41-50,Medium,High Risk
55,No,Travel_Rarely,535,Human Resources,36,5,Human Resources,1,957,2,Male,134,1,3,Research Director,3,Single,957,47966,191864,2,Y,Yes,16,2,4,80,1,24,2,1,5,3,5,1,0,50+,High,High Risk
43,No,Non-Travel,177,Support,38,3,Other,1,236,2,Male,144,2,4,Sales Representative,2,Divorced,236,33318,333180,0,Y,Yes,45,4,2,80,4,32,1,4,15,6,12,10,0,41-50,High,High Risk
44,Yes,Travel_Rarely,1476,Human Resources,21,4,Other,1,958,2,Female,148,1,5,Healthcare Representative,2,Single,958,21111,569997,2,Y,No,13,1,3,80,1,10,1,3,5,5,2,2,1,41-50,Medium,Low Risk
21,No,Non-Travel,977,Research & Development,20,1,Technical Degree,1,237,2,Male,102,3,1,Healthcare Representative,1,Single,237,39669,952056,7,Y,Yes,45,2,3,80,2,2,3,3,2,1,1,1,0,Below 30,High,Low Risk
56,No,Travel_Frequently,543,Support,34,5,Marketing,1,960,1,Female,173,3,2,Manager,3,Single,960,7233,159126,0,Y,Yes,39,4,2,80,1,21,2,4,14,1,2,14,0,50+,Low,Low Risk
42,Yes,Travel_Frequently,532,Sales,49,3,Life Sciences,1,238,3,Female,189,2,5,Healthcare Representative,4,Divorced,238,10910,76370,0,Y,Yes,45,1,1,80,3,29,1,2,24,7,5,9,1,41-50,Medium,High Risk
46,No,Non-Travel,916,Software,8,5,Life Sciences,1,962,2,Male,185,4,4,Sales Executive,3,Married,962,50628,911304,3,Y,Yes,23,3,4,80,1,18,2,2,7,2,2,2,0,41-50,High,Low Risk
22,Yes,Non-Travel,1463,Sales,36,4,Human Resources,1,239,1,Male,65,1,2,Healthcare Representative,3,Divorced,239,24087,385392,8,Y,No,17,1,3,80,2,36,2,3,21,3,16,7,1,Below 30,Medium,High Risk
59,Yes,Travel_Rarely,686,Software,4,4,Human Resources,1,975,4,Female,196,2,1,Human Resources,2,Single,975,25710,359940,1,Y,Yes,45,1,1,80,1,38,1,3,31,14,1,5,1,50+,Medium,Low Risk
49,No,Non-Travel,696,Support,18,5,Technical Degree,1,240,2,Male,132,4,2,Healthcare Representative,3,Single,240,37622,902928,1,Y,No,7,3,1,80,3,4,5,4,2,2,1,2,0,41-50,High,Low Risk
57,Yes,Non-Travel,696,Sales,4,4,Technical Degree,1,976,3,Female,131,2,5,Sales Representative,4,Married,976,21615,237765,7,Y,Yes,28,2,1,80,1,24,1,1,14,14,5,4,1,50+,Medium,High Risk
44,No,Travel_Rarely,410,Research & Development,31,2,Other,1,241,3,Female,108,3,3,Human Resources,4,Divorced,241,35344,812912,3,Y,Yes,43,3,2,80,4,30,2,4,4,3,1,4,0,41-50,High,Low Risk
36,Yes,Travel_Rarely,1435,Support,7,3,Other,1,977,2,Male,31,2,4,Research Scientist,1,Divorced,977,36980,813560,3,Y,No,19,3,3,80,1,22,3,3,13,2,8,6,1,30-40,High,High Risk
60,No,Non-Travel,547,Support,8,3,Other,1,242,2,Female,53,1,3,Developer,4,Single,242,46280,323960,4,Y,No,38,4,1,80,2,10,1,2,10,9,8,1,0,50+,High,High Risk
40,No,Travel_Frequently,1156,Research & Development,14,2,Medical,1,979,1,Male,91,3,2,Manager,3,Married,979,35483,106449,2,Y,Yes,32,1,1,80,1,29,1,1,28,7,26,23,0,30-40,High,High Risk
27,Yes,Travel_Rarely,1072,Software,48,5,Technical Degree,1,243,1,Female,75,4,3,Laboratory Technician,1,Divorced,243,39074,195370,2,Y,No,7,3,3,80,2,4,2,2,3,1,1,2,1,Below 30,High,Low Risk
19,Yes,Non-Travel,942,Human Resources,44,3,Technical Degree,1,991,1,Female,67,1,4,Research Scientist,3,Married,991,9892,207732,5,Y,Yes,29,1,1,80,1,13,4,4,3,3,1,3,1,Below 30,Low,Low Risk
37,No,Travel_Frequently,1180,Support,4,3,Marketing,1,244,4,Male,151,4,4,Laboratory Technician,4,Single,244,47117,471170,1,Y,Yes,28,3,1,80,2,21,4,1,6,5,1,2,0,30-40,High,Low Risk
48,No,Non-Travel,1327,Support,3,2,Human Resources,1,1004,4,Female,83,4,3,Research Scientist,1,Single,1004,23355,93420,0,Y,Yes,41,2,4,80,1,22,4,2,16,9,6,12,0,41-50,Medium,High Risk
57,Yes,Non-Travel,677,Software,26,2,Human Resources,1,1005,4,Female,196,4,4,Sales Representative,2,Single,1005,26291,683566,7,Y,Yes,27,1,1,80,1,8,5,2,2,1,1,2,1,50+,Medium,Low Risk
24,Yes,Travel_Rarely,548,Research & Development,13,4,Life Sciences,1,246,1,Male,190,1,1,Research Director,2,Single,246,30583,886907,5,Y,No,26,1,1,80,4,22,6,2,19,13,5,6,1,Below 30,High,High Risk
30,No,Travel_Rarely,257,Sales,47,3,Technical Degree,1,1008,1,Male,136,4,1,Developer,1,Single,1008,26085,365190,3,Y,No,25,4,2,80,1,8,6,1,2,1,1,2,0,30-40,Medium,Low Risk
44,No,Travel_Frequently,1034,Research & Development,40,1,Technical Degree,1,247,1,Male,173,3,4,Sales Representative,4,Divorced,247,12156,328212,4,Y,No,25,4,2,80,2,37,4,2,18,5,8,15,0,41-50,Medium,High Risk
23,No,Travel_Rarely,706,Software,16,2,Life Sciences,1,1010,4,Male,70,1,4,Manager,4,Single,1010,44673,848787,2,Y,No,36,3,2,80,1,18,3,1,12,2,11,1,0,Below 30,High,High Risk
21,No,Travel_Rarely,974,Support,29,2,Technical Degree,1,248,3,Female,30,4,2,Human Resources,4,Married,248,33625,538000,1,Y,Yes,12,4,2,80,2,8,6,2,6,2,2,1,0,Below 30,High,Low Risk
38,Yes,Travel_Rarely,1126,Human Resources,49,4,Medical,1,1013,4,Female,171,1,3,Research Scientist,1,Divorced,1013,38371,537194,4,Y,Yes,5,2,3,80,1,21,6,2,13,6,9,7,1,30-40,High,High Risk
45,No,Travel_Frequently,176,Hardware,16,5,Human Resources,1,1019,1,Female,83,2,2,Developer,1,Divorced,1019,4335,86700,0,Y,Yes,41,3,2,80,1,10,5,4,4,3,1,3,0,41-50,Low,Low Risk
60,No,Non-Travel,1177,Research & Development,16,3,Human Resources,1,250,1,Male,169,2,2,Manufacturing Director,1,Married,250,24142,217278,4,Y,No,34,3,1,80,4,33,6,2,26,13,21,22,0,50+,Medium,High Risk
60,Yes,Non-Travel,612,Research & Development,22,3,Medical,1,1025,4,Female,138,4,3,Human Resources,2,Single,1025,48135,866430,1,Y,Yes,49,4,2,80,1,19,4,1,2,2,1,1,1,50+,High,Low Risk
19,Yes,Travel_Frequently,211,Support,9,2,Marketing,1,1032,3,Female,109,3,2,Manufacturing Director,2,Single,1032,32605,358655,3,Y,No,0,3,3,80,1,38,4,4,31,29,24,7,1,Below 30,High,High Risk
59,Yes,Travel_Rarely,419,Sales,47,3,Medical,1,252,4,Female,119,2,4,Human Resources,2,Married,252,20777,581756,7,Y,Yes,12,3,3,80,2,14,3,1,6,3,1,3,1,50+,Medium,Low Risk
30,No,Travel_Rarely,1227,Software,14,2,Human Resources,1,1036,2,Male,163,4,4,Healthcare Representative,2,Single,1036,35177,949779,3,Y,Yes,28,1,3,80,1,32,3,3,2,1,1,2,0,30-40,High,Low Risk
23,No,Travel_Rarely,1180,Research & Development,32,5,Technical Degree,1,1039,4,Male,54,3,2,Developer,1,Single,1039,7427,14854,7,Y,No,1,2,2,80,1,36,5,3,25,6,8,6,0,Below 30,Low,High Risk
50,Yes,Travel_Rarely,740,Hardware,17,5,Other,1,254,1,Male,115,1,1,Laboratory Technician,3,Divorced,254,27761,527459,6,Y,No,14,2,1,80,4,35,2,2,5,2,1,4,1,41-50,Medium,Low Risk
20,No,Non-Travel,1383,Support,18,1,Life Sciences,1,1040,3,Female,129,4,1,Human Resources,2,Divorced,1040,44775,1298475,0,Y,No,25,2,2,80,1,37,3,4,34,33,8,27,0,Below 30,High,High Risk
27,No,Non-Travel,1425,Support,45,1,Life Sciences,1,255,2,Female,168,1,3,Healthcare Representative,3,Single,255,35033,315297,4,Y,No,44,3,3,80,3,10,5,4,6,1,6,4,0,Below 30,High,High Risk
35,No,Non-Travel,1046,Software,49,1,Life Sciences,1,1042,1,Female,48,3,5,Laboratory Technician,3,Divorced,1042,19132,114792,5,Y,No,43,1,1,80,1,30,2,3,28,6,24,15,0,30-40,Medium,High Risk
29,No,Travel_Frequently,570,Software,41,1,Medical,1,256,3,Male,131,3,3,Healthcare Representative,1,Divorced,256,26977,296747,7,Y,Yes,6,1,1,80,4,22,6,4,2,2,1,1,0,Below 30,Medium,Low Risk
50,Yes,Travel_Frequently,1161,Hardware,27,5,Human Resources,1,1067,1,Female,135,4,5,Research Scientist,1,Single,1067,46735,560820,8,Y,No,25,2,4,80,1,3,5,3,2,1,1,2,1,41-50,High,Low Risk
54,No,Travel_Frequently,282,Human Resources,40,2,Technical Degree,1,257,4,Male,180,2,3,Developer,1,Married,257,49123,785968,4,Y,Yes,13,3,2,80,2,20,6,3,12,6,5,11,0,50+,High,High Risk
32,No,Travel_Rarely,1117,Hardware,20,1,Marketing,1,1073,1,Male,60,2,2,Healthcare Representative,1,Married,1073,15226,304520,6,Y,No,22,1,2,80,1,31,1,4,21,15,7,1,0,30-40,Medium,High Risk
20,No,Travel_Frequently,877,Human Resources,26,1,Human Resources,1,1075,3,Female,155,3,4,Sales Executive,3,Divorced,1075,8253,239337,8,Y,No,0,2,3,80,1,33,3,3,16,10,7,10,0,Below 30,Low,High Risk
36,No,Non-Travel,829,Hardware,46,3,Human Resources,1,1082,1,Male,156,1,3,Laboratory Technician,2,Single,1082,16149,258384,6,Y,Yes,42,2,3,80,1,25,1,4,9,2,6,6,0,30-40,Medium,High Risk
23,Yes,Travel_Frequently,456,Hardware,43,3,Marketing,1,260,4,Male,80,4,3,Developer,3,Married,260,20875,396625,0,Y,Yes,42,1,1,80,4,20,3,4,3,2,3,2,1,Below 30,Medium,Low Risk
21,Yes,Travel_Frequently,776,Human Resources,35,5,Marketing,1,1089,4,Male,198,1,2,Research Director,1,Single,1089,36782,220692,5,Y,Yes,22,4,2,80,1,36,1,1,31,1,22,28,1,Below 30,High,High Risk
33,No,Travel_Frequently,1231,Sales,45,4,Human Resources,1,261,2,Female,162,4,4,Human Resources,4,Married,261,25961,311532,0,Y,Yes,29,1,3,80,2,24,2,1,23,10,15,18,0,30-40,Medium,High Risk
55,No,Travel_Rarely,1377,Support,49,4,Other,1,1090,4,Male,106,1,1,Manager,1,Divorced,1090,7058,63522,2,Y,Yes,48,2,4,80,1,14,2,3,10,2,5,4,0,50+,Low,High Risk
30,No,Travel_Rarely,284,Support,45,4,Technical Degree,1,262,2,Male,182,3,2,Sales Representative,1,Married,262,28593,114372,8,Y,Yes,25,2,3,80,4,31,4,4,4,3,2,2,0,30-40,Medium,Low Risk
53,No,Non-Travel,871,Hardware,48,5,Technical Degree,1,1093,1,Female,170,2,1,Laboratory Technician,1,Divorced,1093,18761,37522,2,Y,Yes,17,3,4,80,1,11,6,2,9,6,8,2,0,50+,Medium,High Risk
48,Yes,Travel_Frequently,1304,Human Resources,25,5,Human Resources,1,263,1,Female,137,1,2,Healthcare Representative,1,Single,263,5879,82306,2,Y,Yes,38,3,2,80,3,23,1,3,12,3,4,8,1,41-50,Low,High Risk
